	System_index	System_name	Genes	Selection_pressure	p	q	Model_input	Rank_of_model_input	Mutation_count
145	18652	GO:0016580	NCOR1,SIN3A,PHF12,HEY2,MORF4L1,HDAC2,CSNK2A1,SUDS3,ING2,SINHCAF,SIN3B,RBBP4,HDAC1	0.000101	0.0698	0.5614	1.987|0.69|0.52|0.389|0.128|0.054|0.0|0.0|0.0|0.0|0.0|0.0|0.0	10|359|778|1412|3703|4562|18217|18217|18217|18217|18217|18217|18217	50|13|11|5|3|4|2|3|1|0|7|1|9
146	18888	GO:0031527	DMD,MYO10,UTRN,GAP43,ITGB3,VASP,PDPN,ITGA3,SYNE2,PALM,TTYH1,ITGAV,TBC1D10C,NF2,ARF6,ANTXR1,FZD9	0.000165	0.0704	0.5614	1.105|0.833|0.504|0.496|0.429|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	58|184|851|883|1170|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	50|25|29|6|7|2|0|6|44|2|3|10|2|5|0|2|4
147	19182	GO:0042827	SELP,ABCC4,ECM1,SPP2,SERPINA4,CDC37L1,ITIH3,CD63,LAMP2,LGALS3BP,SELENOP,HPS4,FAM3C,RAB27B,ITIH4,CTSW,TIMP3,APOH,CLEC3B,ITPR1,RARRES2	0.000207	0.0708	0.5614	0.809|0.484|0.444|0.343|0.303|0.221|0.087|0.035|0.005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	212|947|1100|1709|1998|2696|4150|4831|5250|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	13|12|6|4|6|4|6|2|4|0|0|5|1|1|4|2|2|3|0|19|0
148	19236	GO:0044216	35 genes including: C4BPA,FMR1,MUC7,PLG,XPO1,C9,AXL,NUP153,IFIT1,CLEC4M,UBA52,NMT2,PF4,KPNB1,RAN,PI4K2A,PI4KA,UBB,UBC,CD209,KPNA3,LTF,RAB29,KPNA1,SCO1	0.000175	0.0710	0.5614	0.806|0.694|0.553|0.519|0.494|0.418|0.344|0.299|0.274|0.232|0.191|0.086|0.063|0.029|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	215|346|657|784|892|1233|1702|2026|2234|2601|3011|4165|4449|4908|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	10|12|7|13|14|8|8|11|5|4|2|4|1|8|2|2|13|1|11|0|6|4|0|1|0
149	19278	GO:0044444	9539 genes including: TP53,PIK3CA,CDH1,MAP3K1,PTEN,MAP2K4,RUNX1,NCOR1,AKT1,BRCA2,PIK3R1,ERBB2,MYH9,VPS13C,HMCN1,TTN,MUC17,NF1,HUWE1,AKAP9,BRCA1,CASP8,PHKA2,WDR44,PIWIL1	0.003374	0.0713	0.5614	4.24|4.156|3.233|2.779|2.456|2.138|2.112|1.987|1.712|1.688|1.655|1.61|1.609|1.552|1.53|1.49|1.457|1.437|1.422|1.37|1.35|1.337|1.271|1.267|1.264	1|2|4|5|7|8|9|10|13|14|16|17|18|19|20|21|22|23|24|27|28|29|31|33|34	346|346|127|89|58|42|40|50|27|29|29|30|30|30|61|189|45|37|38|30|27|18|22|20|22
150	18692	GO:0019908	RB1,HSPD1,CCNT1,BCCIP,CDK12,CDK7,SNW1,TAF7,CDK9,ERCC2,CCNT2,CDK13,HOXC10,KDM5A,CCNH,PUF60	0.000041	0.0714	0.5614	0.886|0.595|0.428|0.225|0.205|0.025|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	144|549|1177|2661|2856|4964|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	25|9|7|5|13|3|4|1|1|2|1|8|2|10|2|1
151	19529	GO:0097136	BCL2L11,BAX,BCL2L1,BAK1,BCL2L2,MCL1	0.000139	0.0716	0.5614	0.507|0.403|0.111|0.033|0.0|0.0	843|1327|3900|4861|18217|18217	5|4|3|2|1|1
152	18840	GO:0031253	336 genes including: ATP7A,ABCA7,DMD,USH2A,LRP2,DIAPH1,MYO6,MYO10,GRK1,RHOA,TLN1,RASGRP2,BMX,ATP2B1,PIP5K1A,EPS8,DLG1,DPP4,SLC39A6,EEF1A1,SLC26A3,CASK,PACSIN2,SHISA9,GPR161	0.000137	0.0716	0.5614	1.192|1.188|1.105|1.101|1.033|0.938|0.932|0.833|0.828|0.825|0.816|0.791|0.773|0.75|0.715|0.706|0.704|0.701|0.699|0.675|0.663|0.633|0.62|0.605|0.578	44|45|58|59|79|120|122|184|188|190|204|229|248|270|310|323|326|329|332|377|395|449|480|516|589	18|14|50|61|39|11|14|25|9|8|24|10|9|17|9|11|16|9|10|10|7|12|7|8|8
153	19724	GO:1990234	817 genes including: TP53,PIK3CA,KMT2C,PIK3R1,BRCA1,PHKA2,MED12,TAF1,KDM5B,KDM6A,FBXW7,TAF1L,POGZ,PRDM10,CDKN1B,MYO6,RB1,ACVR2A,CUL4B,MED1,MEN1,WWP2,ACVR1B,SAGE1,HCFC1	0.016338	0.0723	0.5614	4.24|4.156|2.597|1.655|1.35|1.271|1.246|1.225|1.181|1.173|1.097|1.069|0.981|0.959|0.953|0.932|0.886|0.849|0.836|0.833|0.833|0.821|0.774|0.748|0.743	1|2|6|16|28|31|39|40|46|47|61|68|101|111|115|122|144|171|179|184|184|193|247|274|279	346|346|97|29|27|22|29|24|19|21|17|22|14|16|10|14|25|11|14|14|11|13|9|16|16
154	18626	GO:0016020	9307 genes including: PIK3CA,CDH1,PTEN,NCOR1,AKT1,PIK3R1,ERBB2,MYH9,VPS13C,HMCN1,MUC17,NF1,HUWE1,AKAP9,BRCA1,CASP8,PHKA2,WDR44,KMT2E,MED12,ERBB3,RAPGEF6,ATP7A,ABCA7,CHD4	0.016087	0.0723	0.5614	4.156|3.233|2.456|1.987|1.712|1.655|1.61|1.609|1.552|1.53|1.457|1.437|1.422|1.37|1.35|1.337|1.271|1.267|1.262|1.246|1.214|1.21|1.192|1.188|1.171	2|4|7|10|13|16|17|18|19|20|22|23|24|27|28|29|31|33|35|39|42|43|44|45|48	346|127|58|50|27|29|30|30|30|61|45|37|38|30|27|18|22|20|19|29|20|23|18|14|26
155	19149	GO:0042406	ZC3H12A,MMP27,TOR1A,CCDC115,PML	0.000113	0.0725	0.5614	0.62|0.279|0.159|0.0|0.0	480|2193|3352|18217|18217	8|5|3|0|1
156	18366	GO:0005593	COL12A1,COL14A1,COL9A3,COL16A1,COL9A1,COL9A2	0.000081	0.0729	0.5614	0.679|0.516|0.179|0.0|0.0|0.0	369|799|3135|18217|18217|18217	26|22|6|9|7|3
157	19730	GO:1990393	CUL7,FBXW8,CCDC8,OBSL1,ANKRA2	0.000132	0.0734	0.5616	0.518|0.43|0.158|0.0|0.0	789|1165|3362|18217|18217	15|7|5|10|1
158	18745	GO:0030424	551 genes including: MAP2K4,NF1,MAP1A,LRP2,KIF4A,CAD,ADNP,SYBU,USP9X,RHOA,DST,ADCY9,SYN1,SCN11A,KIF5B,HCFC1,KCNA1,DNM1,ROBO1,EPS8,DLG1,CHRNA10,FMR1,EPHA5,PPP1R9A	0.000066	0.0748	0.5639	2.138|1.437|1.064|1.033|0.995|0.902|0.889|0.882|0.853|0.825|0.819|0.819|0.818|0.799|0.774|0.743|0.728|0.727|0.725|0.706|0.704|0.697|0.694|0.692|0.661	8|23|71|79|92|137|141|146|168|190|200|200|201|220|247|279|299|300|301|323|326|337|346|351|400	42|37|27|39|22|17|15|14|26|8|32|16|10|18|12|16|10|10|15|11|16|7|12|13|15
159	19027	GO:0034358	37 genes including: CLU,LSR,APOBR,PCYOX1,PON1,HDLBP,APOO,SAA1,PLA2G7,LIPC,VLDLR,APOF,APOL1,SAA2,APOA2,APOC3,PLTP,HPR,SELENOS,LCAT,ABCA1,SAA4,SORL1,LDLR,GPIHBP1	0.000049	0.0750	0.5639	0.469|0.408|0.39|0.293|0.29|0.263|0.226|0.208|0.191|0.184|0.164|0.118|0.063|0.055|0.052|0.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1012|1304|1401|2075|2100|2328|2652|2822|3011|3089|3303|3822|4449|4549|4589|4621|18217|18217|18217|18217|18217|18217|18217|18217|18217	5|9|11|5|5|14|3|2|5|4|9|3|3|3|1|1|2|2|0|2|11|1|5|4|0
160	19621	GO:0098687	342 genes including: BRCA2,CTCF,TPR,CENPE,ORC2,MEN1,HNRNPA2B1,SLX4,CHEK2,ORC1,MCM7,FMR1,SIN3A,NUP160,STAG2,NUP107,CDC73,CCDC155,MIS18BP1,ZNF207,KANSL1,PHF12,SMC1B,REC8,PPP2CB	0.000224	0.0751	0.5639	1.688|1.393|1.096|0.867|0.848|0.833|0.8|0.776|0.741|0.714|0.695|0.694|0.69|0.667|0.65|0.617|0.614|0.599|0.57|0.543|0.522|0.52|0.519|0.503|0.497	14|25|62|156|172|184|219|245|281|312|345|346|359|387|422|486|492|537|605|690|768|778|784|853|874	29|21|27|25|10|11|10|13|9|11|10|12|13|17|18|11|9|8|12|7|10|11|10|8|5
161	19377	GO:0070013	5215 genes including: TP53,GATA3,KMT2C,PTEN,RUNX1,NCOR1,FOXA1,AKT1,BRCA2,ARID1A,TTN,MUC17,NF1,HUWE1,CTCF,AFF2,BRCA1,CASP8,ARID4B,SF3B1,KMT2E,ANKRD12,MED12,TAF1,SRCAP	0.009747	0.0761	0.5644	4.24|3.238|2.597|2.456|2.112|1.987|1.82|1.712|1.688|1.668|1.49|1.457|1.437|1.422|1.393|1.39|1.35|1.337|1.298|1.269|1.262|1.252|1.246|1.225|1.223	1|3|6|7|9|10|12|13|14|15|21|22|23|24|25|26|28|29|30|32|35|38|39|40|41	346|127|97|58|40|50|31|27|29|39|189|45|37|38|21|27|27|18|18|21|19|20|29|24|27
162	19601	GO:0098536	CEP152,CCDC78,PLK4,SASS6,DEUP1	0.000137	0.0761	0.5644	0.504|0.407|0.0|0.0|0.0	851|1312|18217|18217|18217	13|6|7|3|0
163	19494	GO:0072589	DKC1,NOP10,NHP2,GAR1	0.000039	0.0778	0.5682	0.409|0.281|0.0|0.0	1294|2171|18217|18217	7|2|1|1
164	18506	GO:0005853	EEF1A1,EEF1A2,EEF1B2,EEF1D	0.000094	0.0779	0.5682	0.675|0.229|0.023|0.0	377|2621|4997|18217	10|4|2|2
165	18731	GO:0030136	179 genes including: ATP7A,LRP2,MYO6,SGIP1,SYT2,AP1G2,KIAA0319,ECE1,TF,CFTR,FCHO1,VPS41,AFTPH,BCAP31,SNX3,CD4,DAB2,SYT9,EDN1,SCYL2,VPS18,AVPR2,SCARB2,EPS15,AAK1	0.000031	0.0785	0.5682	1.192|1.033|0.932|0.779|0.676|0.643|0.606|0.599|0.577|0.571|0.541|0.523|0.517|0.474|0.445|0.436|0.43|0.421|0.396|0.395|0.371|0.356|0.347|0.338|0.322	44|79|122|243|375|435|513|537|595|602|698|761|793|986|1095|1138|1165|1216|1366|1371|1517|1615|1676|1741|1862	18|39|14|11|9|9|11|12|10|18|9|9|7|5|4|6|10|7|4|10|7|4|7|8|8
166	18278	GO:0000786	100 genes including: HIST1H2BC,HIST1H2AK,H2BFWT,GLYR1,HIST1H3F,HIST1H2BG,HIST1H4L,HIST1H4J,HIST1H2AI,HIST1H2AL,H2AFZ,H2BFM,KAT6B,HIST1H2BB,HIST1H3D,SOS2,TNP2,H3F3A,HIST3H3,HIST1H3G,HIST1H1B,HIST1H2AJ,HIST1H2BN,HIST1H2AM,HIST1H1T	0.000215	0.0789	0.5682	0.92|0.853|0.684|0.671|0.619|0.522|0.469|0.468|0.449|0.437|0.42|0.415|0.41|0.407|0.399|0.364|0.35|0.347|0.326|0.311|0.308|0.3|0.299|0.297|0.283	126|168|365|381|482|768|1012|1018|1081|1134|1219|1249|1288|1312|1345|1561|1652|1676|1830|1936|1958|2020|2026|2043|2153	9|8|6|8|6|6|4|4|4|4|4|4|20|4|4|6|3|3|3|4|4|3|3|3|4
167	19454	GO:0071439	SCN10A,VPS41,VPS33A,SCLT1,CLTA,CLTC,CLTCL1,BAIAP2L2,CLHC1,VPS33B	0.000104	0.0791	0.5682	0.925|0.523|0.259|0.219|0.0|0.0|0.0|0.0|0.0|0.0	123|761|2356|2717|18217|18217|18217|18217|18217|18217	23|9|6|7|0|11|8|2|1|5
168	18318	GO:0001534	MAATS1,RSPH4A,CFAP61,CFAP206,WDR66	0.000058	0.0796	0.5682	0.58|0.368|0.0|0.0|0.0	582|1535|18217|18217|18217	9|8|0|0|12
169	19556	GO:0097422	SNX6,VPS26A,SNX5,ANKRD27,VPS35	0.000061	0.0799	0.5682	0.398|0.343|0.0|0.0|0.0	1352|1709|18217|18217|18217	5|5|2|6|4
170	19497	GO:0072687	CCDC155,HSPA2,RSPH1,MAPK15,AURKA,SHCBP1L,TUBB8,ASPM,SIRT2	0.000107	0.0804	0.5684	0.599|0.451|0.281|0.201|0.172|0.039|0.0|0.0|0.0	537|1070|2171|2901|3203|4783|18217|18217|18217	8|6|4|4|5|5|4|27|3
171	18700	GO:0030008	TRAPPC9,TRAPPC10,TRAPPC3L,TRAPPC1,TRAPPC2L,TRAPPC8,TRAPPC5,TRAPPC6B,TRAPPC11,TRAPPC12,TRAPPC3,TRAPPC4,TRAPPC6A	0.000230	0.0810	0.5689	0.654|0.434|0.225|0.209|0.178|0.113|0.065|0.0|0.0|0.0|0.0|0.0|0.0	410|1147|2661|2813|3148|3880|4421|18217|18217|18217|18217|18217|18217	15|10|3|2|2|11|2|1|8|1|0|0|0
172	18396	GO:0005664	ORC2,ORC1,ORC3,MCM2,LRWD1,REPIN1,ORC4,ORC5,ORC6	0.000181	0.0814	0.5689	0.848|0.714|0.165|0.0|0.0|0.0|0.0|0.0|0.0	172|312|3290|18217|18217|18217|18217|18217|18217	10|11|4|1|3|3|2|2|0
173	19161	GO:0042587	FASN,PPP1R3B,PCYT1A,PPP1R3D,PPP1CA	0.000100	0.0820	0.5698	0.314|0.228|0.197|0.0|0.0	1914|2634|2944|18217|18217	17|3|4|1|0
174	18324	GO:0001673	REC8,TOPBP1,HSPA2,MLH1,TNP1,TCFL5,TRIP13,ACTRT3,H2AFX,SYCP1,ACTL7A,KIF6,MLH3	0.000104	0.0832	0.5748	0.503|0.496|0.451|0.379|0.252|0.075|0.0|0.0|0.0|0.0|0.0|0.0|0.0	853|883|1070|1469|2422|4305|18217|18217|18217|18217|18217|18217|18217	8|13|6|8|2|4|3|3|0|11|2|7|12
175	18619	GO:0015630	1174 genes including: NCOR1,AKT1,BRCA2,MYH9,AKAP9,BRCA1,KMT2E,RAPGEF6,CHD4,RP1,USH2A,TPR,EML5,RANBP2,MAP1A,RPGR,ANKRD26,KIF17,KIF4A,SHROOM2,MARK1,DIAPH1,PLK2,CAMSAP2,NUAK1	0.000272	0.0849	0.5798	1.987|1.712|1.688|1.609|1.37|1.35|1.262|1.21|1.171|1.141|1.101|1.096|1.095|1.064|1.064|1.018|1.005|1.004|0.995|0.956|0.954|0.938|0.915|0.909|0.908	10|13|14|18|27|28|35|43|48|54|59|62|63|71|71|83|87|88|92|113|114|120|130|132|133	50|27|29|30|30|27|19|23|26|27|61|27|20|22|27|19|18|14|22|17|13|11|12|15|12
176	18471	GO:0005790	33 genes including: SLMAP,PLCB4,APP,HSD3B2,DNAJC3,HYOU1,RPL10,PGRMC1,KCNJ2,GABARAP,SRI,GBA2,STX17,SVIP,ERP29,RYR1,RYR2,RYR3,SYVN1,TH,PSEN1,CASQ1,HSPA5,JPH4,FTCD	0.000177	0.0856	0.5798	0.765|0.693|0.538|0.451|0.427|0.396|0.299|0.28|0.215|0.212|0.109|0.099|0.073|0.039|0.003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	254|349|711|1070|1185|1366|2026|2180|2758|2787|3925|4030|4324|4783|5280|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	10|17|12|6|7|9|4|3|6|2|2|7|4|1|2|31|65|44|3|2|2|4|7|2|1
177	19517	GO:0097025	DLG1,MPP7,LIN7C,LIN7B,LIN7A	0.000070	0.0857	0.5798	0.704|0.254|0.057|0.0|0.0	326|2397|4514|18217|18217	16|6|2|1|2
178	19128	GO:0036396	WTAP,RBM15,ZC3H13,RBM15B,METTL14,VIRMA,CBLL1,METTL3	0.000159	0.0861	0.5798	0.575|0.544|0.15|0.0|0.0|0.0|0.0|0.0	598|687|3449|18217|18217|18217|18217|18217	7|7|11|4|4|0|1|3
179	19292	GO:0044464	16676 genes including: TP53,PIK3CA,GATA3,CDH1,MAP3K1,KMT2C,PTEN,MAP2K4,RUNX1,NCOR1,TBX3,FOXA1,AKT1,BRCA2,ARID1A,PIK3R1,ERBB2,MYH9,VPS13C,HMCN1,TTN,MUC17,NF1,HUWE1,CTCF	0.000007	0.0865	0.5798	4.24|4.156|3.238|3.233|2.779|2.597|2.456|2.138|2.112|1.987|1.933|1.82|1.712|1.688|1.668|1.655|1.61|1.609|1.552|1.53|1.49|1.457|1.437|1.422|1.393	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	346|346|127|127|89|97|58|42|40|50|33|31|27|29|39|29|30|30|30|61|189|45|37|38|21
180	19541	GO:0097225	PTCHD3,SLC26A3,TACR2,CCDC172,SQSTM1,CD52,GABARAP,SLC9A3R1,TACR3,TACR1,SLC26A6,PACRG,TCP11,MROH2B,HYAL3,DEFB1,CCR6,IFT27,IFT172,LYZL6,IFT81	0.000172	0.0868	0.5798	0.854|0.663|0.571|0.373|0.327|0.28|0.212|0.071|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	165|395|602|1503|1823|2180|2787|4343|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	13|7|6|5|5|2|2|3|2|2|4|4|3|24|1|1|2|0|10|1|4
181	19063	GO:0034705	96 genes including: AKAP9,GRIK1,KCNA1,KCNK2,STX1A,KCND1,SNAP25,KCNA5,KCNQ2,KCNAB1,KCNV1,ABCC9,KCNS2,GRIK2,KCNA2,KCNIP4,KCNG4,KCNH1,KCNA4,KCNC2,KCNJ2,KCNIP1,NOS1AP,KCNK4,KCNA6	0.000063	0.0876	0.5819	1.37|0.836|0.728|0.635|0.574|0.564|0.511|0.509|0.494|0.422|0.418|0.408|0.387|0.382|0.377|0.266|0.257|0.244|0.237|0.23|0.215|0.134|0.121|0.114|0.102	27|179|299|444|600|622|820|832|892|1208|1233|1304|1420|1450|1486|2303|2364|2491|2541|2616|2758|3638|3783|3868|3992	30|16|10|9|6|9|6|9|11|6|7|18|6|15|5|4|5|11|11|8|6|3|5|3|5
182	19337	GO:0046930	C7,CD34,C9,BAX,C6,VDAC1,BAK1,TOMM40L,SPG7,VDAC2,VDAC3,TOMM40,C5,BCL2,PPIF,C8A,C8B,C8G	0.000161	0.0887	0.5841	0.65|0.527|0.418|0.403|0.238|0.084|0.033|0.005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	422|747|1233|1327|2528|4193|4861|5250|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	10|6|8|4|10|3|2|2|5|2|2|3|11|0|2|4|4|1
183	18617	GO:0015030	55 genes including: TGS1,HNRNPA2B1,FMR1,FBL,EFTUD2,XPO1,DDX42,PRPF3,DKC1,PRPF4,SNRPC,NOP10,SMNDC1,SART3,USPL1,ZNF473,FRG1,DDX46,ANGEL2,SRRM2,U2AF1,LSM10,OIP5,LSG1,U2AF1L5	0.000369	0.0889	0.5841	0.977|0.8|0.694|0.547|0.501|0.494|0.486|0.471|0.409|0.393|0.33|0.281|0.205|0.176|0.121|0.094|0.034|0.029|0.024|0.023|0.017|0.01|0.0|0.0|0.0	104|219|346|676|863|892|936|1000|1294|1380|1799|2171|2856|3165|3783|4085|4851|4908|4983|4997|5080|5180|18217|18217|18217	14|10|12|6|9|14|9|7|7|6|3|2|3|7|9|7|4|5|4|16|2|1|1|4|0
184	19258	GO:0044327	DNM1,DNM3,GPER1,FUS,HPCA,NRGN,SRGAP2,DNM2	0.000058	0.0903	0.5900	0.727|0.653|0.255|0.209|0.0|0.0|0.0|0.0	300|412|2381|2813|18217|18217|18217|18217	10|14|4|5|1|0|12|6
185	19346	GO:0048787	STX1A,STX3,STX4,STX2,STXBP1,SYT11,STX11,STX19,STX1B,CDH2	0.000058	0.0914	0.5900	0.574|0.26|0.255|0.215|0.212|0.165|0.0|0.0|0.0|0.0	600|2348|2381|2758|2787|3290|18217|18217|18217|18217	6|4|4|4|5|5|2|2|1|3
186	19412	GO:0070695	HOOK1,FAM160A2,AKTIP,HOOK2,HOOK3	0.000077	0.0917	0.5900	0.354|0.27|0.086|0.068|0.0	1628|2264|4165|4381|18217	10|9|3|6|6
187	19097	GO:0035631	IKBKB,TRAF5,CD40,CHUK,TRAF3,BIRC2,TRAF6,DIABLO,TRAF2,HTRA2,RNF31	0.000120	0.0921	0.5900	0.6|0.475|0.347|0.271|0.233|0.0|0.0|0.0|0.0|0.0|0.0	532|981|1676|2260|2588|18217|18217|18217|18217|18217|18217	7|8|5|6|5|2|6|1|2|0|7
188	19037	GO:0034451	29 genes including: CEP72,OFD1,CCDC66,PCNT,SPAG5,CEP290,CCDC14,SDCCAG8,EXOC7,FOPNL,ZMYND10,BBS5,FLOT1,PAX2,BBS4,BBS9,PIBF1,C2CD3,CEP131,KRT18,ALDOB,HOOK3,DZIP1,CCDC113,SSX2IP	0.000256	0.0925	0.5900	0.696|0.651|0.644|0.477|0.399|0.347|0.214|0.181|0.12|0.063|0.058|0.046|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	343|417|433|973|1345|1676|2768|3112|3796|4449|4506|4689|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|9|7|21|11|15|9|8|7|3|3|2|0|2|1|8|4|12|0|3|4|6|3|1|4
189	19191	GO:0043186	PIWIL1,HELZ,PIWIL2,SNRPG,DDX6,MOV10,EXD1,ASZ1,MOV10L1,TDRD5,TDRD1,HENMT1,MAEL,DDX4,PIWIL4,TDRD9,TDRKH,CARHSP1	0.000164	0.0930	0.5900	1.264|0.552|0.384|0.254|0.242|0.159|0.136|0.11|0.068|0.036|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	34|661|1438|2397|2503|3352|3621|3913|4381|4824|18217|18217|18217|18217|18217|18217|18217|18217	22|20|10|2|5|8|5|5|8|9|8|0|6|7|5|7|6|0
190	18465	GO:0005784	BCAP31,SEC61A1,SEC61A2,SSR4,ARL6IP1,AC138811.2,SEC61B	0.000084	0.0935	0.5900	0.474|0.3|0.289|0.067|0.0|0.0|0.0	986|2020|2104|4395|18217|18217|18217	5|6|5|2|1|0|0
191	19285	GO:0044451	1142 genes including: TP53,KMT2C,PTEN,NCOR1,AFF2,SF3B1,KMT2E,MED12,TAF1,SRCAP,KDM5B,KDM6A,CHD4,YLPM1,TAF1L,NRIP1,ZMYM2,CRNKL1,POGZ,TGS1,PRDM10,MYO6,RB1,ACTN4,MED1	0.009670	0.0937	0.5900	4.24|2.597|2.456|1.987|1.39|1.269|1.262|1.246|1.225|1.223|1.181|1.173|1.171|1.077|1.069|1.05|1.047|1.008|0.981|0.977|0.959|0.932|0.886|0.847|0.833	1|6|7|10|26|32|35|39|40|41|46|47|48|66|68|76|78|86|101|104|111|122|144|173|184	346|97|58|50|27|21|19|29|24|27|19|21|26|20|22|13|15|15|14|14|16|14|25|12|14
192	18412	GO:0005684	69 genes including: SF3B1,CRNKL1,HTATSF1,LUC7L2,RBMXL3,EFTUD2,PRPF3,CDC5L,PRPF4,SNRPC,PPIL1,SNRPG,CWC22,PPIE,BCAS2,SNRPN,SNRNP35,DHX15,RNF113B,RNF113A,SF3B5,PRPF39,PRPF8,SNRPB,SRRM2	0.000058	0.0949	0.5933	1.269|1.008|0.849|0.803|0.751|0.501|0.471|0.413|0.393|0.33|0.306|0.254|0.185|0.182|0.173|0.152|0.116|0.115|0.109|0.106|0.077|0.068|0.031|0.025|0.023	32|86|171|217|266|863|1000|1260|1380|1799|1972|2397|3077|3104|3198|3429|3840|3854|3925|3953|4279|4381|4892|4964|4997	21|15|15|9|14|9|7|9|6|3|3|2|6|2|3|3|3|7|3|6|1|5|11|2|16
193	18550	GO:0005925	399 genes including: MYH9,AKAP12,NEDD9,LPP,ACTN4,RHOA,DST,TLN1,SH3KBP1,RPS5,PIP5K1A,DPP4,SLC4A2,CASK,PACSIN2,KRAS,ACTG1,JAK1,G3BP1,CAV1,NFASC,XIRP1,HNRNPK,ARHGEF2,CASS4	0.000001	0.0952	0.5933	1.609|1.015|0.872|0.855|0.847|0.825|0.819|0.816|0.751|0.734|0.715|0.701|0.678|0.633|0.62|0.61|0.6|0.59|0.579|0.568|0.562|0.561|0.542|0.536|0.509	18|84|151|164|173|190|200|204|266|292|310|329|372|449|480|502|532|560|584|614|631|634|696|721|832	30|17|15|11|12|8|32|24|12|7|9|9|13|12|7|6|6|12|7|5|16|13|7|10|10
194	18501	GO:0005847	PIP5K1A,CSNK1A1,CSTF2T,CPSF3,CPSF4,CSTF2,CPSF1,CPSF2,CPSF4L,CPSF6,CPSF7,TUT1,FIP1L1,SSU72,WDR33,NUDT21	0.000131	0.0957	0.5933	0.715|0.386|0.345|0.315|0.302|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	310|1427|1695|1907|2010|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	9|5|7|8|4|3|11|3|0|4|3|5|4|0|10|1
195	18602	GO:0009986	840 genes including: CDH1,MUC17,ABCA7,DMD,HEG1,GRIN2A,LRP2,TLR4,FCRL5,CHRNB2,NOTCH2,ACVR2A,NLGN3,CXCR3,TLN1,SELP,CDH20,ACVR1B,FGFR2,CD109,ADAMTS13,KCNA1,ROBO1,CDH12,DPP4	0.008918	0.0972	0.5971	3.233|1.457|1.188|1.105|1.059|1.048|1.033|0.966|0.917|0.865|0.856|0.849|0.83|0.821|0.816|0.809|0.786|0.774|0.755|0.741|0.738|0.728|0.725|0.721|0.701	4|22|45|58|72|77|79|109|127|158|162|171|187|193|204|212|235|247|261|281|286|299|301|305|329	127|45|14|50|18|22|39|17|15|10|26|11|13|9|24|13|12|9|15|11|12|10|15|15|9
196	19758	GO:1990752	26 genes including: CAMSAP2,DST,DCTN1,SVIL,SPAG5,CKAP5,MAPRE3,KNSTRN,MAPRE1,MAPRE2,CLIP1,CLIP2,KIF2C,CAMSAP3,NCKAP5L,SLAIN2,NUMA1,CAMSAP1,ABRAXAS2,NAV3,CLASP1,NIN,MYO5A,KIF18B,ASPM	0.000045	0.0973	0.5971	0.909|0.819|0.477|0.409|0.399|0.394|0.174|0.056|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	132|200|973|1294|1345|1375|3184|4532|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217|18217	15|32|9|17|11|13|3|3|2|2|10|5|4|8|6|2|12|12|0|19|8|16|10|2|27
