	brca_diff_log_ps5	luad_diff_log_ps5	ucec_diff_log_ps5	lgg_diff_log_ps5	hnsc_diff_log_ps5	prad_diff_log_ps5	thca_diff_log_ps5	lusc_diff_log_ps5	skcm_diff_log_ps5	stad_diff_log_ps5	ov_diff_log_ps5	blca_diff_log_ps5	gbm_diff_log_ps5	coad_diff_log_ps5	lihc_diff_log_ps5	kirc_diff_log_ps5	cesc_diff_log_ps5	kirp_diff_log_ps5	sarc_diff_log_ps5	laml_diff_log_ps5	esca_diff_log_ps5	pcpg_diff_log_ps5	paad_diff_log_ps5	tgct_diff_log_ps5	read_diff_log_ps5	thym_diff_log_ps5	acc_diff_log_ps5	meso_diff_log_ps5	uvm_diff_log_ps5	kich_diff_log_ps5	ucs_diff_log_ps5	dlbc_diff_log_ps5	chol_diff_log_ps5	pancancer_diff_log_ps5
RFPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.0	0.0
RFPL3	0.0	0.069	0.39	0.0	0.0	0.0	0.0	0.659	0.0	0.0	0.115	0.0	0.122	0.045	0.074	0.0	0.196	0.082	0.353	0.0	0.177	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088
RFPL4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.494	0.137	0.083	0.212	0.204	0.238	0.0	0.076	0.0	0.0	0.0	0.146	0.0	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFPL4B	0.0	0.0	0.777	0.0	0.0	0.0	0.0	0.272	0.0	0.523	0.0	0.397	0.0	0.272	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0
RFT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFTN1	0.0	0.0	0.0	0.049	0.0	0.205	0.0	0.0	0.0	0.0	0.262	0.016	0.0	0.667	0.196	0.326	0.0	0.0	0.024	0.0	0.061	0.161	0.028	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFTN2	0.211	0.576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFWD2	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447	0.024	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.107	0.0	0.0	0.0
RFWD3	0.0	0.0	0.0	0.0	0.072	0.0	0.071	0.0	0.0	0.0	0.003	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.121	0.0
RFX1	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.138	0.0	0.093	0.0	0.0	0.0	0.0
RFX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.046	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.103	0.0	0.0
RFX3	0.362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.342	0.0	0.0	0.0	0.0	0.203	0.072	0.076	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFX4	0.469	0.846	0.0	0.186	0.068	0.0	0.0	0.673	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.128	0.032	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFX5	0.69	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.634	0.0	0.0	0.0	1.024	0.0	0.0	0.0	0.0	0.0	0.0	0.465	0.0	0.024	0.0	0.001	0.149	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.0
RFX6	0.389	0.0	0.0	0.0	0.51	0.0	0.0	0.298	0.0	0.016	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.375	0.0	0.036	0.366	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0
RFX7	0.0	0.0	0.0	0.336	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	1.339	0.446	0.091	0.656	0.0	0.0	0.264	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.0
RFX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFXANK	0.0	0.0	0.0	0.051	0.0	0.0	0.149	0.0	0.0	0.375	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFXAP	0.0	0.0	0.0	0.0	0.043	0.013	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGAG1	0.903	0.0	0.0	0.612	0.0	0.0	0.0	0.469	0.0	0.0	0.0	0.0	0.0	0.162	0.227	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.049	0.263	0.0	0.031	0.0	0.0	0.105	0.028	0.0	0.0	0.0
RGAG4	0.212	0.0	0.0	0.627	0.0	0.0	0.0	0.0	0.0	0.528	0.0	0.0	0.229	0.617	0.0	0.0	0.0	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.157	0.0	0.0	0.105	0.0	0.304	0.0	0.0	0.0
RGCC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGL1	0.0	0.0	0.0	0.0	0.0	0.0	0.362	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.241	0.0	0.318	0.0	0.075	0.0	0.0	0.0	0.0	0.109	0.093	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGL2	0.0	0.0	1.212	0.163	0.024	0.0	0.087	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.0	0.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.297	0.0	0.0	0.0	0.0	0.0	0.0
RGL3	0.0	0.0	0.734	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.179	0.132	0.0	0.0	0.149	0.0	0.0	0.294	0.0	0.0
RGL4	0.101	0.0	0.0	0.0	0.298	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.215	0.0	0.0	0.0	0.0	0.055	0.003	0.0	0.025	0.143	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGMA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.382	0.0	0.0	0.0	0.155	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGMB	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGN	0.0	0.0	0.179	0.367	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.355	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGP1	0.0	0.0	0.0	0.126	0.345	0.19	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.496	0.0	0.0	0.015	0.0	0.241	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD3	0.303	0.0	0.255	0.0	0.0	0.0	0.0	0.0	1.68	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.0	0.236	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0
RGPD4	0.0	0.658	0.0	0.0	0.0	0.0	0.171	0.0	1.005	0.0	0.0	0.0	0.0	0.0	0.356	0.0	0.111	0.0	0.0	0.0	0.211	0.0	0.0	0.038	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0
RGPD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGPD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.0	0.0	0.0
RGR	0.0	0.0	0.0	0.0	0.0	0.029	0.117	0.176	0.0	0.0	0.0	0.17	0.05	0.0	0.0	0.075	0.237	0.039	0.251	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS1	0.0	0.287	0.598	0.0	0.222	0.0	0.0	0.364	0.0	0.106	0.214	0.0	0.0	0.0	0.165	0.0	0.0	0.078	0.0	0.162	0.0	0.0	0.106	0.0	0.0	0.157	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS10	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.518	0.0	0.287	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.1	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS11	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS12	0.039	0.0	0.0	0.23	0.0	0.0	0.0	0.188	0.0	1.583	0.0	0.0	0.0	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.494	0.0	0.0	0.046	0.0	0.018	0.025	0.075	0.0	0.076	0.0	0.027	0.0	0.0
RGS13	0.0	0.0	0.215	0.258	0.0	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS14	0.402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.106	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.274	0.121	0.0	0.0
RGS16	0.355	0.0	0.0	0.0	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.206	0.003	0.0	0.175	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.174	0.0	0.0	0.0	0.0
RGS17	0.226	0.0	0.313	0.0	0.42	0.0	0.0	0.011	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.31	0.059	0.119	0.0	0.109	0.0	0.087	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS18	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.781	0.282	0.578	0.0	0.0	0.337	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.157	0.0	0.0	0.0	0.0	0.0	0.0
RGS19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.016	0.004	0.0	0.0	0.0	0.0	0.0	0.277	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS2	0.0	0.166	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.076	0.0	0.0	0.055	0.0	0.0	0.132	0.665	0.0	0.101	0.0	0.0	0.0	0.1	0.0	0.492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS20	0.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.887	0.0	0.0	0.152	0.142	0.0	0.0	0.225	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0
RGS21	0.0	0.076	0.188	0.039	0.0	0.076	0.153	0.048	0.0	0.189	0.22	0.562	0.025	0.452	0.0	0.0	0.296	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS22	0.297	0.84	0.0	0.0	0.59	0.0	0.0	0.94	0.0	0.47	0.367	0.0	0.0	0.861	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.573	0.0	0.0	0.0	0.0	0.0	0.186	0.105	0.0	0.0
RGS3	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.113	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0
RGS4	0.625	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.379	0.426	0.0	0.403	0.153	0.123	0.0	0.304	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS5	0.143	0.099	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.168	0.019	0.115	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0
RGS6	0.166	0.0	0.0	0.0	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.274	0.0	0.0	0.0	0.154	0.0	0.008	0.0	0.0	0.423	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0
RGS7	0.674	1.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.295	0.0	0.0	0.487	0.0	0.135	0.061	0.309	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.077	0.0	0.0
RGS7BP	0.0	0.0	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS8	0.389	0.76	0.048	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.027	0.0	0.0	0.006	0.07	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.141	0.0	0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.0	0.0
RGS9	0.509	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.338	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0
RGS9BP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RGSL1	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239	0.0	0.0	0.0	0.0	0.053	0.116	0.0	0.0	0.0	0.0	0.0	0.318	0.0	0.0	0.094	0.0	0.0	0.0	0.0
RHAG	0.0	0.0	0.0	0.422	0.0	0.0	0.0	0.162	0.0	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDD1	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.063	0.033	0.432	0.0	0.132	0.109	0.0	0.0	0.0	0.223	0.0	0.0	0.0	0.065	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDD2	0.0	0.0	0.639	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDF1	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.009	0.0	0.0	0.0	0.0	0.161	0.0	0.064	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHBDF2	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.382	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0
RHBDL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.0	0.14	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.158	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.0
RHBDL2	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.13	0.0	0.001	0.076	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.0
RHBDL3	0.0	0.0	0.0	0.0	0.062	0.014	0.0	0.085	0.0	0.092	0.15	0.468	0.218	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.339	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0
RHBG	0.0	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.395	0.0	0.0	0.0	0.0	0.024	0.11	0.0	0.0	0.005	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHCE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.458	0.0	0.0	0.115	0.0	0.091	0.198	0.0	0.0	0.18	0.0	0.245	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.474	0.0	0.0	0.126	0.0	0.0	0.0	0.238	0.0	0.0	0.355	0.027	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444	0.0	0.0	0.0
RHD	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0
RHEB	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.243	0.0	0.0	0.253	0.184	0.0	0.0	0.104	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHEBL1	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.084	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHO	0.25	0.0	0.0	0.0	0.0	0.045	0.11	0.0	0.0	0.749	0.0	0.0	0.0	0.0	0.172	0.0	0.0	0.0	0.06	0.127	0.149	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOA	0.825	0.467	0.137	0.0	0.946	0.299	0.0	0.227	0.0	1.598	0.236	1.462	0.072	0.434	0.0	0.0	0.0	0.0	0.0	0.0	0.424	0.0	0.036	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.0	2.483
RHOB	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.224	1.713	0.047	0.0	0.392	0.265	0.085	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.434
RHOBTB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.153	0.228	0.201	0.185	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.229	0.087	0.112	0.0
RHOBTB2	0.138	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	1.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.0	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOBTB3	0.0	0.0	0.0	0.064	0.0	0.101	0.0	0.0	0.0	0.0	0.096	0.267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.032	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.0
RHOC	0.161	0.0	0.0	0.0	0.0	0.286	0.0	0.21	0.0	0.0	0.572	0.0	0.048	0.0	0.056	0.0	0.145	0.0	0.0	0.123	0.0	0.0	0.12	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOD	0.0	0.0	0.0	0.079	0.0	0.227	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.087	0.0	0.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOF	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.085	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOG	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.065	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.17	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0
RHOH	0.0	0.114	0.0	0.089	0.0	0.0	0.0	0.576	0.0	0.0	0.078	0.186	0.0	0.0	0.061	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOJ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.014	0.0	0.032	0.112	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOQ	0.341	0.0	0.0	0.0	0.0	0.0	0.442	0.0	0.0	0.0	0.0	0.0	0.352	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOT1	0.62	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.228	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.507	0.0	0.158	0.0	0.0	0.0	0.0	0.121	0.0	0.0
RHOT2	0.0	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0
RHOU	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.027	0.227	0.0	0.0	0.205	0.063	0.0	0.217	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.082	0.0	0.081	0.103	0.098	0.0	0.0	0.0	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOXF1	0.055	0.598	0.0	0.0	0.0	0.0	0.0	0.287	0.655	0.0	0.092	0.0	0.179	0.0	0.035	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.174	0.0	0.0	0.319	0.0	0.0	0.0
